scenario_id,replication,random_seed,lambda_walkin,num_cooks,num_packers,arrival_breakdown,arrival_total,balk_count,cost_waste,no_seat_count,queue_breakdown,queue_lengths,renege_count,throughput_breakdown,throughput_total,time_simulated,total_labour_costs,total_penalties,total_profit,total_sales_price,util_BUSSER,util_CASHIER,util_COOK,util_DRIVE_THRU,util_ESPRESSO,util_PACKER,wait_DRIVE_THRU_avg,wait_DRIVE_THRU_p90,wait_MOBILE_avg,wait_MOBILE_p90,wait_WALK_IN_avg,wait_WALK_IN_p90,waste_items
3,1,1,20,3,2,"{'WALK_IN': 372, 'DRIVE_THRU': 238, 'MOBILE': 162}",772,13,111.75000000000001,0,"{'Walkin queue': 90, 'Drive-thru queue': 0, 'Kitchen queue': 58, 'Packing queue': 0}",148,179,"{'WALK_IN': 257, 'DRIVE_THRU': 194, 'MOBILE': 16}",467,481.2252640277429,1154.940633666583,65.27499999999998,2160.034366333417,3492.0,0.8963255302449572,0.9643706198942531,0.4200225936284926,0.5787751797360203,0.07283245337888204,0.5318662690893937,26.063366774781937,38.05315194502764,14.879235961993071,17.027799842693778,93.14032320152117,140.4034179690092,43
3,2,2,20,3,2,"{'WALK_IN': 349, 'DRIVE_THRU': 256, 'MOBILE': 156}",761,9,75.3,0,"{'Walkin queue': 47, 'Drive-thru queue': 0, 'Kitchen queue': 111, 'Packing queue': 0}",158,150,"{'WALK_IN': 244, 'DRIVE_THRU': 212, 'MOBILE': 26}",482,481.22274725397364,1154.9345934095368,50.225,2121.540406590463,3402.0,0.8742134693135298,0.9212620032194762,0.41425590109929344,0.5356298953136763,0.06405774524259514,0.5343283638397429,33.75835036648579,64.70478481504894,11.446481005578654,15.70844668128854,75.96913785646844,117.8638382659621,23
3,3,3,20,3,2,"{'WALK_IN': 345, 'DRIVE_THRU': 246, 'MOBILE': 159}",750,8,102.9,0,"{'Walkin queue': 51, 'Drive-thru queue': 0, 'Kitchen queue': 53, 'Packing queue': 0}",104,143,"{'WALK_IN': 259, 'DRIVE_THRU': 220, 'MOBILE': 36}",515,480.0191157622286,1152.0458778293487,50.99499999999998,2387.5591221706513,3693.5,0.8807196741728048,0.9573493243127787,0.3952313007198108,0.5605126465725827,0.09678093216800984,0.5523518954145501,27.952306171948127,51.830981291023896,11.264150489864804,15.284136159556994,80.97709038150084,117.74403846699799,35
3,4,4,20,3,2,"{'WALK_IN': 329, 'DRIVE_THRU': 274, 'MOBILE': 139}",742,3,55.050000000000004,0,"{'Walkin queue': 46, 'Drive-thru queue': 0, 'Kitchen queue': 115, 'Packing queue': 0}",161,124,"{'WALK_IN': 228, 'DRIVE_THRU': 230, 'MOBILE': 28}",486,480.4889605309867,1153.1735052743682,45.32499999999999,2337.451494725632,3591.0,0.8309681589707065,0.933878526832396,0.3866311274513985,0.5881069326347048,0.08099132010245376,0.526007421041322,46.4291794477039,84.48403643461904,8.362744016507605,12.177747255559341,92.33766476662245,131.66951561053455,11
3,5,5,20,3,2,"{'WALK_IN': 322, 'DRIVE_THRU': 261, 'MOBILE': 145}",728,1,55.35,0,"{'Walkin queue': 35, 'Drive-thru queue': 0, 'Kitchen queue': 74, 'Packing queue': 2}",111,138,"{'WALK_IN': 245, 'DRIVE_THRU': 232, 'MOBILE': 14}",491,480.1568905723027,1152.3765373735264,46.865,2315.908462626474,3570.5,0.8915967047949634,0.9606646609438984,0.40007567573743585,0.5649832911321906,0.07500928303309624,0.592075930457699,34.63041075059437,54.5112888761815,12.264758407245932,16.82776458489988,66.98016807078434,102.93405971747269,20
4,1,1,30,3,2,"{'WALK_IN': 395, 'DRIVE_THRU': 245, 'MOBILE': 144}",784,3,16.5,0,"{'Walkin queue': 125, 'Drive-thru queue': 0, 'Kitchen queue': 23, 'Packing queue': 0}",148,142,"{'WALK_IN': 251, 'DRIVE_THRU': 231, 'MOBILE': 15}",497,480.08004036599334,1152.1920968783838,69.15999999999997,2511.1479031216163,3749.0,0.9130279190220097,0.9469942178291121,0.4040250120936034,0.5546692565981535,0.07102926181632066,0.5684483614713861,35.49971207014029,46.83333022380344,9.595224933614242,11.199944399321586,103.26675330923429,163.65682746539898,4
4,2,2,30,3,2,"{'WALK_IN': 359, 'DRIVE_THRU': 272, 'MOBILE': 133}",764,6,37.050000000000004,0,"{'Walkin queue': 36, 'Drive-thru queue': 0, 'Kitchen queue': 77, 'Packing queue': 0}",113,156,"{'WALK_IN': 285, 'DRIVE_THRU': 222, 'MOBILE': 11}",518,480.1484026004237,1152.356166241017,54.529999999999994,2480.0638337589826,3724.0,0.9137957595944691,0.9891792851406648,0.43361046913052387,0.5667464879014507,0.07928627301429149,0.5495543395585105,40.0970834708952,60.65035332123631,12.268135111590048,16.393077139636198,55.1310791470969,87.49532649274491,13
4,3,3,30,3,2,"{'WALK_IN': 382, 'DRIVE_THRU': 236, 'MOBILE': 144}",762,0,62.25,0,"{'Walkin queue': 95, 'Drive-thru queue': 0, 'Kitchen queue': 76, 'Packing queue': 0}",171,140,"{'WALK_IN': 261, 'DRIVE_THRU': 217, 'MOBILE': 10}",488,480.38130971098167,1152.915143306356,47.495,2298.339856693644,3561.0,0.900201306868383,1.0021636760571737,0.40114098156505507,0.49227533595362377,0.08255241210586733,0.5075902416005081,32.46272766044525,51.846403608136825,12.606990924227272,16.24685968075134,96.09497805388696,144.98836550203816,20
4,4,4,30,3,2,"{'WALK_IN': 348, 'DRIVE_THRU': 268, 'MOBILE': 149}",765,0,116.1,0,"{'Walkin queue': 72, 'Drive-thru queue': 0, 'Kitchen queue': 3, 'Packing queue': 0}",75,139,"{'WALK_IN': 282, 'DRIVE_THRU': 250, 'MOBILE': 36}",568,480.0784291905635,1152.1882300573525,48.790000000000006,2552.9217699426476,3870.0,0.9061439656965417,0.9863008952249057,0.32358929886632537,0.5331738724589594,0.0918625962624086,0.6529648569302278,24.72009590693639,31.31631964938408,11.95546617809137,16.28193685894468,63.63730749098777,89.3690166523065,35
4,5,5,30,3,2,"{'WALK_IN': 373, 'DRIVE_THRU': 268, 'MOBILE': 153}",794,4,19.8,0,"{'Walkin queue': 76, 'Drive-thru queue': 0, 'Kitchen queue': 137, 'Packing queue': 0}",213,138,"{'WALK_IN': 243, 'DRIVE_THRU': 205, 'MOBILE': 22}",470,480.09100692297653,1152.2184166151437,57.82000000000001,2387.661583384856,3617.5,0.9253611636348238,0.9497817735439639,0.4366711449353114,0.5560185956222147,0.08132410398078732,0.5081078278499737,44.16743822036283,72.67622139607784,10.768997321499908,15.268365840330627,93.70144618060444,136.14097780211503,6
5,1,1,20,4,1,"{'WALK_IN': 344, 'DRIVE_THRU': 257, 'MOBILE': 156}",757,4,64.95,0,"{'Walkin queue': 39, 'Drive-thru queue': 0, 'Kitchen queue': 36, 'Packing queue': 182}",257,159,"{'WALK_IN': 223, 'DRIVE_THRU': 166, 'MOBILE': 13}",402,480.03278661346826,1152.0786878723238,43.60999999999999,1674.3613121276765,2935.0,0.7728376486284287,0.8961025931196598,0.40432624263702677,0.5963279058175883,0.09174976817405503,0.9352031177916938,64.77393116080918,106.89104064386726,7.385360483009715,9.26594574729256,108.6015690463699,157.2760003369896,15
5,2,2,20,4,1,"{'WALK_IN': 346, 'DRIVE_THRU': 262, 'MOBILE': 130}",738,2,50.7,0,"{'Walkin queue': 69, 'Drive-thru queue': 0, 'Kitchen queue': 6, 'Packing queue': 167}",242,127,"{'WALK_IN': 210, 'DRIVE_THRU': 208, 'MOBILE': 22}",440,480.3206551054371,1152.7695722530489,22.365000000000002,1839.1654277469513,3065.0,0.7853397014616736,0.9068929910236629,0.3732317356455007,0.5416534936334653,0.08997071274284847,0.9388835367914534,53.411284274507075,85.02780205521921,12.05973601945741,14.993117359070975,103.8445908107445,145.59679611008121,14
5,3,3,20,4,1,"{'WALK_IN': 331, 'DRIVE_THRU': 259, 'MOBILE': 124}",714,2,128.70000000000002,0,"{'Walkin queue': 61, 'Drive-thru queue': 0, 'Kitchen queue': 1, 'Packing queue': 97}",159,147,"{'WALK_IN': 236, 'DRIVE_THRU': 221, 'MOBILE': 12}",469,480.42636343778656,1153.0232722506878,16.1,1868.1767277493125,3166.0,0.9380071809467677,0.9430018481357094,0.3381185192904568,0.5618455287609776,0.10404951558408577,0.9500874453971535,31.265012530796376,50.5232120687711,9.063305861544762,11.580486887660609,86.1854556374589,128.03943201524186,54
5,4,4,20,4,1,"{'WALK_IN': 365, 'DRIVE_THRU': 270, 'MOBILE': 146}",781,9,137.85,0,"{'Walkin queue': 77, 'Drive-thru queue': 0, 'Kitchen queue': 8, 'Packing queue': 158}",243,187,"{'WALK_IN': 247, 'DRIVE_THRU': 187, 'MOBILE': 12}",446,480.6716610715123,1153.6119865716296,26.53000000000001,1668.0080134283705,2986.0,0.905691333108265,0.9396336846403976,0.32615586340123454,0.5427414702576902,0.10312094721676386,0.9525574388787049,36.62149485295378,71.01789418644601,10.31249097345113,15.662133810314801,88.85128230085014,130.10779531945897,46
5,5,5,20,4,1,"{'WALK_IN': 371, 'DRIVE_THRU': 271, 'MOBILE': 160}",802,7,74.69999999999999,0,"{'Walkin queue': 78, 'Drive-thru queue': 0, 'Kitchen queue': 25, 'Packing queue': 172}",275,176,"{'WALK_IN': 211, 'DRIVE_THRU': 203, 'MOBILE': 6}",420,480.339410647124,1152.8145855530977,38.465,1832.5204144469026,3098.5,0.8570352381594168,0.9602698201205028,0.39845336812177445,0.6125513908356656,0.10685744829905218,0.9805128898350588,62.43459022393828,93.68343048226336,9.945525621602526,15.53340257674988,131.50433937548715,191.667294086701,29
6,1,1,30,4,1,"{'WALK_IN': 385, 'DRIVE_THRU': 256, 'MOBILE': 154}",795,0,128.40000000000003,0,"{'Walkin queue': 100, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 201}",301,197,"{'WALK_IN': 245, 'DRIVE_THRU': 194, 'MOBILE': 4}",443,480.06807573759875,1152.1633817702368,6.684999999999998,1671.2516182297632,2958.5,0.9070880122267958,0.9639189886944146,0.3346532851033746,0.5521357215181081,0.10029840554718449,0.9646731018117171,30.054353885940465,46.130133923105845,7.212895996321886,8.409538656851065,98.653418485839,150.2369427178378,32
6,2,2,30,4,1,"{'WALK_IN': 388, 'DRIVE_THRU': 258, 'MOBILE': 134}",780,2,78.45,0,"{'Walkin queue': 86, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 157}",243,146,"{'WALK_IN': 250, 'DRIVE_THRU': 220, 'MOBILE': 1}",471,480.2007558053137,1152.4818139327529,30.06500000000001,2132.0031860672475,3393.0,0.8981193545203797,0.967510719557582,0.38162850760446376,0.5938264129934484,0.09323954468017476,0.9687559700439586,42.84677794867506,61.88376567046681,15.050867924301265,15.050867924301265,94.20996132891598,134.81671105476252,28
6,3,3,30,4,1,"{'WALK_IN': 378, 'DRIVE_THRU': 261, 'MOBILE': 164}",803,2,243.59999999999997,0,"{'Walkin queue': 100, 'Drive-thru queue': 0, 'Kitchen queue': 22, 'Packing queue': 82}",204,187,"{'WALK_IN': 250, 'DRIVE_THRU': 208, 'MOBILE': 2}",460,480.1724682498822,1152.4139237997172,35.595000000000006,2112.391076200283,3544.0,0.9292626024614761,1.0024767260970784,0.31910152822848603,0.5295482835188523,0.09415443884395495,0.996424607156572,42.70455906032579,66.45444407549253,14.019624931423039,15.898558164435723,90.74956889375956,134.32195763850657,102
6,4,4,30,4,1,"{'WALK_IN': 390, 'DRIVE_THRU': 263, 'MOBILE': 140}",793,0,81.9,0,"{'Walkin queue': 103, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 182}",285,158,"{'WALK_IN': 232, 'DRIVE_THRU': 195, 'MOBILE': 10}",437,480.3462699640033,1152.8310479136078,30.38000000000002,1895.888952086392,3161.0,0.9009342790090347,0.9694231158638948,0.32698629332929513,0.6015381223728845,0.09257006941212137,0.9935993301504126,57.69225392282429,103.72070302669306,11.521254666752874,14.202311664451125,109.17917589144007,162.97889464678863,20
6,5,5,30,4,1,"{'WALK_IN': 370, 'DRIVE_THRU': 278, 'MOBILE': 168}",816,4,61.050000000000004,0,"{'Walkin queue': 124, 'Drive-thru queue': 0, 'Kitchen queue': 17, 'Packing queue': 150}",291,188,"{'WALK_IN': 207, 'DRIVE_THRU': 220, 'MOBILE': 10}",437,480.0955112284862,1152.2292269483669,33.18000000000001,1809.0407730516329,3055.5,0.7707137764984376,0.97449227512969,0.38890423955593595,0.6391526099175594,0.10100667070788531,0.9796568197463112,61.568790927511394,87.56275599324063,13.06191332411691,16.381600578668863,142.44340936625272,214.71330450915403,25
7,1,1,20,4,2,"{'WALK_IN': 325, 'DRIVE_THRU': 239, 'MOBILE': 169}",733,0,70.2,0,"{'Walkin queue': 12, 'Drive-thru queue': 0, 'Kitchen queue': 25, 'Packing queue': 0}",37,153,"{'WALK_IN': 298, 'DRIVE_THRU': 225, 'MOBILE': 26}",549,480.06805540224235,1296.1837495860543,72.41499999999999,2726.7012504139457,4165.5,0.8677984095832884,0.9117699750009378,0.43168600531730905,0.5300017986648824,0.10255803946138271,0.6423810623773372,31.583291935728923,46.58208088563502,9.652688859818126,15.040113085653402,62.90426259112341,98.36935326364755,24
7,2,2,20,4,2,"{'WALK_IN': 346, 'DRIVE_THRU': 264, 'MOBILE': 149}",759,7,102.14999999999999,0,"{'Walkin queue': 71, 'Drive-thru queue': 0, 'Kitchen queue': 4, 'Packing queue': 0}",75,116,"{'WALK_IN': 271, 'DRIVE_THRU': 246, 'MOBILE': 56}",573,480.9342222010731,1298.5223999428974,37.800000000000004,2656.527600057102,4095.0,0.8719620209063755,0.9342335754701051,0.3769653658801312,0.5551976453613398,0.08615184661182908,0.6224945518834133,21.670000017137223,31.784494692334015,10.954062477843,16.069109619369726,65.59809723368662,106.44109829255021,40
7,3,3,20,4,2,"{'WALK_IN': 355, 'DRIVE_THRU': 277, 'MOBILE': 152}",784,3,102.45,0,"{'Walkin queue': 51, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 0}",51,135,"{'WALK_IN': 301, 'DRIVE_THRU': 259, 'MOBILE': 38}",598,480.22907675781056,1296.6185072460885,47.24999999999999,2907.1814927539117,4353.5,0.8787466448610182,0.9537249051122175,0.3804305694598075,0.5790503947758701,0.09524519626459317,0.6401904811701006,24.32183492102981,36.55292686027925,11.689088833571066,15.583891719529646,53.836563643842624,85.11964064068019,40
7,4,4,20,4,2,"{'WALK_IN': 351, 'DRIVE_THRU': 257, 'MOBILE': 128}",736,0,103.35000000000001,0,"{'Walkin queue': 62, 'Drive-thru queue': 0, 'Kitchen queue': 7, 'Packing queue': 0}",69,110,"{'WALK_IN': 284, 'DRIVE_THRU': 253, 'MOBILE': 25}",562,480.37941424522086,1297.0244184620963,42.24500000000002,2804.3805815379037,4247.0,0.8845734876890233,0.9384491389677729,0.45332702498165367,0.5102969217346427,0.09848030549353225,0.6194425548570486,24.65157120183978,35.53698708060583,10.324367347469313,14.897850899767302,75.40161212735067,104.55131129354282,36
7,5,5,20,4,2,"{'WALK_IN': 344, 'DRIVE_THRU': 255, 'MOBILE': 142}",741,4,56.1,0,"{'Walkin queue': 1, 'Drive-thru queue': 0, 'Kitchen queue': 48, 'Packing queue': 0}",49,141,"{'WALK_IN': 310, 'DRIVE_THRU': 232, 'MOBILE': 16}",558,480.02858190564723,1296.0771711452476,62.019999999999975,2701.8028288547525,4116.0,0.8798108065149723,0.9338787480208861,0.3729070770971336,0.6134048389979977,0.05675935556724464,0.6265432462259035,33.662592298314685,48.18859182316597,8.811011413417615,16.04166795920132,69.38665124463452,115.62448176834366,19
8,1,1,30,4,2,"{'WALK_IN': 354, 'DRIVE_THRU': 229, 'MOBILE': 128}",711,0,158.39999999999998,0,"{'Walkin queue': 85, 'Drive-thru queue': 0, 'Kitchen queue': 28, 'Packing queue': 0}",113,86,"{'WALK_IN': 254, 'DRIVE_THRU': 191, 'MOBILE': 73}",518,480.0518343448821,1296.1399527311817,18.095000000000006,2421.365047268818,3894.0,0.8208771571995972,0.9468127677682582,0.4108830010170786,0.4391031914594889,0.08537292989221631,0.5867152384973335,14.93910277873011,28.333153414544938,10.175035073529042,15.582472517416186,75.18783536672133,108.59798901725874,47
8,2,2,30,4,2,"{'WALK_IN': 400, 'DRIVE_THRU': 243, 'MOBILE': 155}",798,2,214.2,0,"{'Walkin queue': 114, 'Drive-thru queue': 0, 'Kitchen queue': 8, 'Packing queue': 0}",122,126,"{'WALK_IN': 287, 'DRIVE_THRU': 202, 'MOBILE': 71}",560,480.4554529459537,1297.229722954075,26.565000000000012,2301.005277045925,3839.0,0.9594732113495004,0.9805999516910952,0.3796329328057156,0.541400866909541,0.0901742805931277,0.61916338505878,18.734157545493005,27.52383219070948,12.166433466781175,15.678228805386937,87.80018413247221,126.9776112101062,71
8,3,3,30,4,2,"{'WALK_IN': 371, 'DRIVE_THRU': 272, 'MOBILE': 166}",809,6,113.40000000000002,0,"{'Walkin queue': 76, 'Drive-thru queue': 0, 'Kitchen queue': 39, 'Packing queue': 1}",116,145,"{'WALK_IN': 280, 'DRIVE_THRU': 244, 'MOBILE': 43}",567,480.03719498703043,1296.100426464982,55.23000000000002,2885.2695735350185,4350.0,0.9111222491629601,1.0033514216387602,0.4094342921430655,0.6284592949084352,0.10062373668334613,0.5467511690256994,30.555175630462347,46.25559921866589,12.187540250084714,16.35248510776645,78.77266503005171,120.48108143099034,39
8,4,4,30,4,2,"{'WALK_IN': 377, 'DRIVE_THRU': 262, 'MOBILE': 125}",764,1,199.05,0,"{'Walkin queue': 106, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 4}",110,80,"{'WALK_IN': 272, 'DRIVE_THRU': 224, 'MOBILE': 87}",583,480.21208352346935,1296.572625513367,5.18,2531.197374486633,4032.0,0.9483313848177393,0.9741730906318515,0.35006581658505614,0.5715369751966431,0.11061251041926366,0.6494100527587194,15.284182871398125,25.058198390210705,10.611373697053368,15.408433130183843,78.8245799301831,130.21892465846767,70
8,5,5,30,4,2,"{'WALK_IN': 377, 'DRIVE_THRU': 278, 'MOBILE': 138}",793,4,153.60000000000002,0,"{'Walkin queue': 80, 'Drive-thru queue': 0, 'Kitchen queue': 20, 'Packing queue': 0}",100,122,"{'WALK_IN': 287, 'DRIVE_THRU': 253, 'MOBILE': 41}",581,480.29623203632644,1296.7998264980815,29.08500000000001,2732.0151735019185,4211.5,0.9622966661952516,0.9860335135244813,0.3247299882098837,0.6382227867219111,0.10021066788847367,0.7085835564572001,22.111988105870967,31.830922495931762,10.875535864454779,15.688095624546833,82.16894782169706,122.94065196660603,58
9,1,1,20,5,1,"{'WALK_IN': 338, 'DRIVE_THRU': 256, 'MOBILE': 161}",755,6,96.15,0,"{'Walkin queue': 43, 'Drive-thru queue': 0, 'Kitchen queue': 49, 'Packing queue': 163}",255,192,"{'WALK_IN': 240, 'DRIVE_THRU': 191, 'MOBILE': 4}",435,480.0215370705863,1296.0581500905832,20.125,1748.1668499094167,3160.5,0.8569231822715515,0.9251482341798858,0.3257795605085461,0.5291638854412115,0.10614715342985523,0.9498731811442036,36.27770962807869,61.7181640160984,7.704939080958754,10.98721984731303,95.21369035508027,139.8667333620044,27
9,2,2,20,5,1,"{'WALK_IN': 336, 'DRIVE_THRU': 262, 'MOBILE': 143}",741,15,67.2,0,"{'Walkin queue': 42, 'Drive-thru queue': 0, 'Kitchen queue': 10, 'Packing queue': 220}",272,180,"{'WALK_IN': 232, 'DRIVE_THRU': 171, 'MOBILE': 17}",420,480.1127318141451,1296.3043758981917,10.01,1532.9856241018085,2906.5,0.8948726474774172,0.8925795031533764,0.36806340641979074,0.596795267723571,0.07474333014750831,0.9345967222668714,54.65183391199123,90.58679158348536,8.748178147014228,13.741634407631427,75.00222913642403,115.41795946106801,20
9,3,3,20,5,1,"{'WALK_IN': 347, 'DRIVE_THRU': 261, 'MOBILE': 110}",718,3,168.75000000000003,0,"{'Walkin queue': 49, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 151}",200,150,"{'WALK_IN': 263, 'DRIVE_THRU': 193, 'MOBILE': 13}",469,480.67931407787097,1297.8341480102515,2.66,1612.7558519897484,3082.0,0.9451568110410778,0.9443246635215082,0.27115937338821006,0.5466046580077805,0.09690082890976963,0.9663742898087416,28.69677248177177,60.913652091939795,9.446722470109316,11.705671924721845,57.61524711462495,94.28244980923327,42
9,4,4,20,5,1,"{'WALK_IN': 365, 'DRIVE_THRU': 244, 'MOBILE': 126}",735,4,249.30000000000004,0,"{'Walkin queue': 86, 'Drive-thru queue': 0, 'Kitchen queue': 0, 'Packing queue': 91}",177,143,"{'WALK_IN': 252, 'DRIVE_THRU': 190, 'MOBILE': 20}",462,480.1051468576849,1296.2838965157491,4.969999999999999,1507.4461034842507,3058.0,0.887430396591594,0.9409555746130831,0.2862463574095356,0.5051428156176849,0.10986034516349012,0.9595508207881319,26.23375018647141,51.903715343787404,11.986813726073299,15.98903830792629,91.8306192295656,128.57831460573283,85
